day,time_str,category,content,mapped_emotion,polarity,probe_top_emotion,probe_polarity_score,divergence,win_id,probe_happiness_z,probe_sadness_z,probe_anger_z,probe_fear_z,probe_disgust_z,probe_surprise_z
1,[12:48:01 -> 12:48:03],thought,我觉得那里应该缺少什么东西,neutral,0,anger,-8.358600836962808,8.358600836962808,d1_w176,-2.0970996488521214,2.1504461885307027,2.598968325953985,1.1150644751716263,1.0101013202011064,0.6130791217467348
1,[12:48:04 -> 12:48:06],thought,我觉得这个拼图真的太难了,neutral,0,anger,-8.358600836962808,8.358600836962808,d1_w176,-2.0970996488521214,2.1504461885307027,2.598968325953985,1.1150644751716263,1.0101013202011064,0.6130791217467348
1,[18:09:47 -> 18:09:49],thought,我觉得像从一楼传到三楼的那种东西,neutral,0,surprise,8.342245185148759,8.342245185148759,d1_w342,0.47625546096527394,-0.4254583092268117,-2.0879213098517724,-0.5101957295858434,-2.703138032475753,2.1392763430433037
1,[11:47:32 -> 11:47:34],thought,我觉得我真的很喜欢,happiness,1,fear,-6.279654818150748,7.279654818150748,d1_w34,-0.4457086053696822,0.7690953398396025,1.158590041417378,1.556320689530722,0.39205077824148754,-1.9578893637518753
1,[13:08:42 -> 13:08:47],emotion,我拿着一块碎片，有一点不知所措,fear,-1,surprise,6.252559931044674,7.252559931044674,d1_w199,0.4513131262367186,-1.722659869976168,-0.4173348139785029,-0.4047353083702579,-1.2029932186326997,2.053523593850327
1,[19:28:13 -> 19:28:15],thought,我感觉房间陷入了安静,neutral,0,sadness,-6.578496072009111,6.578496072009111,d1_w419,-1.0863545855619854,2.697089465987161,1.6742965265403937,-0.09533485543765513,0.19052981123553644,-1.02556053812169
1,[12:29:00 -> 12:29:02],thought,我觉得因为这个拼图很难,neutral,0,happiness,6.57184927625177,6.57184927625177,d1_w156,2.1026016796156375,-0.9376666206627525,-0.9335145017673057,-0.07854651592777691,-1.7974388090803506,0.7220811491979473
1,[17:22:39 -> 17:22:41],thought,我觉得这个零食区也很大,neutral,0,surprise,6.3389915036000755,6.3389915036000755,d1_w305,0.9351816497263835,-1.2742499534008052,1.120108417569087,-1.1293414855435033,-2.102444922802615,2.017881909695855
3,[21:59:21 -> 21:59:24],emotion,我开心地大笑,happiness,1,happiness,7.285577036598315,6.285577036598315,d3_w511,1.7618357141575067,-3.302793980339368,-1.6167478243398687,-1.5808948285611788,-0.41824739251632004,-1.3949427033159272
1,[11:47:30 -> 11:47:32],thought,我觉得我可能会参加这个项目,neutral,0,fear,-6.279654818150748,6.279654818150748,d1_w34,-0.4457086053696822,0.7690953398396025,1.158590041417378,1.556320689530722,0.39205077824148754,-1.9578893637518753
1,[11:47:17 -> 11:47:19],thought,我觉得我会参加这个活动,neutral,0,fear,-6.279654818150748,6.279654818150748,d1_w34,-0.4457086053696822,0.7690953398396025,1.158590041417378,1.556320689530722,0.39205077824148754,-1.9578893637518753
1,[13:08:52 -> 13:08:53],thought,我觉得挺意外,surprise,0,surprise,6.252559931044674,6.252559931044674,d1_w199,0.4513131262367186,-1.722659869976168,-0.4173348139785029,-0.4047353083702579,-1.2029932186326997,2.053523593850327
1,[13:07:46 -> 13:07:48],thought,我觉得实在是过得太久了,neutral,0,surprise,6.252559931044674,6.252559931044674,d1_w199,0.4513131262367186,-1.722659869976168,-0.4173348139785029,-0.4047353083702579,-1.2029932186326997,2.053523593850327
1,[13:07:42 -> 13:07:45],thought,我思考怎样尽快完成拼图,neutral,0,surprise,6.252559931044674,6.252559931044674,d1_w199,0.4513131262367186,-1.722659869976168,-0.4173348139785029,-0.4047353083702579,-1.2029932186326997,2.053523593850327
1,[13:08:57 -> 13:08:58],thought,我觉得似乎还不错,neutral,0,surprise,6.252559931044674,6.252559931044674,d1_w199,0.4513131262367186,-1.722659869976168,-0.4173348139785029,-0.4047353083702579,-1.2029932186326997,2.053523593850327
